,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
380,1998,Rasheed Wallace,PF,23.0,POR,4.0,4.0,39.3,5.8,11.8,0.489,1.0,1.3,0.8,4.8,10.5,0.452,0.532,2.0,4.0,0.5,1.8,3.0,4.8,2.8,0.5,0.5,1.3,4.0,14.5
381,1998,Charlie Ward,PG,27.0,NYK,10.0,10.0,26.1,2.3,5.5,0.418,0.9,2.1,0.429,1.4,3.4,0.41200000000000003,0.5,1.1,1.6,0.688,0.3,2.5,2.8,6.0,2.0,0.2,1.7,2.4,6.6
382,1998,Bill Wennington,C,34.0,CHI,16.0,0.0,7.4,1.3,2.4,0.526,0.0,0.0,,1.3,2.4,0.526,0.526,0.3,0.5,0.5,0.2,0.7,0.9,0.2,0.4,0.1,0.5,1.4,2.8
383,1998,David Wesley,PG,27.0,CHH,9.0,9.0,31.7,3.7,9.2,0.39799999999999996,1.0,2.3,0.429,2.7,6.9,0.387,0.452,1.7,2.3,0.7140000000000001,0.6,1.4,2.0,6.7,0.8,0.0,2.1,2.8,10.0
384,1998,Mark West,C,37.0,IND,4.0,0.0,2.8,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,0.3,0.8,0.33299999999999996,0.3,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.8
385,1998,DeJuan Wheat,PG,24.0,MIN,1.0,0.0,3.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
386,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,1998,Aaron Williams,PF,26.0,SEA,3.0,0.0,2.3,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.7,0.7,1.0,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.7
388,1998,Buck Williams,PF,37.0,NYK,3.0,0.0,15.0,1.3,3.0,0.444,0.0,0.0,,1.3,3.0,0.444,0.444,2.0,2.7,0.75,2.3,3.0,5.3,0.3,0.0,0.3,1.0,1.7,4.7
389,1998,Hot Rod Williams,C,35.0,PHO,3.0,0.0,11.0,0.7,2.3,0.28600000000000003,0.0,0.0,,0.7,2.3,0.28600000000000003,0.28600000000000003,0.7,1.0,0.667,0.7,0.7,1.3,0.3,0.0,0.7,0.0,2.7,2.0
390,1998,Jayson Williams,C,29.0,NJN,3.0,2.0,38.7,3.0,7.0,0.429,0.0,0.0,,3.0,7.0,0.429,0.429,1.0,2.0,0.5,6.7,7.3,14.0,1.7,0.7,1.0,0.7,2.7,7.0
391,1998,Micheal Williams,PG,31.0,MIN,4.0,0.0,14.5,1.5,3.8,0.4,0.3,0.5,0.5,1.3,3.3,0.385,0.433,1.8,2.3,0.778,0.5,1.8,2.3,2.8,0.8,0.3,0.8,3.5,5.0
392,1998,Monty Williams,SF,26.0,SAS,5.0,0.0,5.6,1.0,1.6,0.625,0.0,0.0,,1.0,1.6,0.625,0.625,0.4,0.6,0.667,0.4,0.8,1.2,0.2,0.0,0.0,0.8,0.4,2.4
393,1998,Travis Williams,SF,28.0,CHH,4.0,0.0,4.5,0.3,0.8,0.33299999999999996,0.0,0.0,,0.3,0.8,0.33299999999999996,0.33299999999999996,0.8,1.0,0.75,0.3,1.0,1.3,0.0,0.3,0.3,0.0,0.8,1.3
394,1998,Walt Williams,SF,27.0,POR,4.0,0.0,25.5,4.3,7.8,0.5479999999999999,2.0,3.8,0.5329999999999999,2.3,4.0,0.563,0.677,2.8,3.5,0.7859999999999999,0.8,2.8,3.5,2.3,0.3,0.0,0.3,4.5,13.3
395,1998,Kevin Willis,PF,35.0,HOU,5.0,5.0,33.6,4.4,11.0,0.4,0.0,0.2,0.0,4.4,10.8,0.40700000000000003,0.4,2.4,3.2,0.75,3.6,7.0,10.6,1.0,1.6,0.6,2.4,4.2,11.2
396,1998,David Wingate,SG,34.0,SEA,3.0,0.0,4.3,0.7,1.7,0.4,0.0,0.0,,0.7,1.7,0.4,0.4,1.3,2.0,0.667,0.7,0.7,1.3,0.7,0.3,0.0,0.3,0.3,2.7
397,1999,Tariq Abdul-Wahad,SG,24.0,SAC,5.0,5.0,19.8,3.0,6.6,0.455,0.0,0.2,0.0,3.0,6.4,0.469,0.455,2.6,3.2,0.813,1.2,2.6,3.8,0.8,0.8,0.8,0.6,1.6,8.6
398,1999,Ray Allen*,SG,23.0,MIL,3.0,3.0,40.0,8.3,15.7,0.532,3.0,6.3,0.474,5.3,9.3,0.5710000000000001,0.628,2.7,4.3,0.615,2.7,4.7,7.3,4.3,1.0,0.3,3.7,3.0,22.3
399,1999,Nick Anderson,SF,31.0,ORL,4.0,4.0,38.0,7.3,19.8,0.36700000000000005,2.8,10.5,0.262,4.5,9.3,0.486,0.43700000000000006,3.5,4.8,0.737,1.8,5.0,6.8,2.3,2.3,0.0,2.5,3.0,20.8
400,1999,Shandon Anderson,SG,25.0,UTA,11.0,0.0,27.0,3.4,7.0,0.48100000000000004,0.5,1.3,0.429,2.8,5.7,0.49200000000000005,0.519,2.2,3.1,0.706,0.7,3.0,3.7,1.2,0.5,0.3,1.3,3.1,9.5
401,1999,Greg Anthony,PG,31.0,POR,13.0,0.0,17.3,1.4,4.2,0.327,0.6,2.4,0.258,0.8,1.8,0.41700000000000004,0.4,1.8,2.6,0.6759999999999999,0.3,0.8,1.1,2.5,1.0,0.1,0.7,1.9,5.2
402,1999,B.J. Armstrong,PG,31.0,ORL,2.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0
403,1999,Darrell Armstrong,PG,30.0,ORL,4.0,4.0,40.8,4.3,11.5,0.37,2.3,6.0,0.375,2.0,5.5,0.364,0.467,4.0,4.0,1.0,1.5,3.5,5.0,6.3,2.3,0.0,6.3,4.0,14.8
404,1999,Keith Askins,SF,31.0,MIA,4.0,0.0,6.8,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.3,0.0,1.3,0.0
405,1999,Stacey Augmon,SF,30.0,POR,13.0,0.0,13.5,0.8,2.2,0.35700000000000004,0.0,0.1,0.0,0.8,2.1,0.37,0.35700000000000004,1.2,1.4,0.833,0.8,1.8,2.5,0.4,0.6,0.2,0.2,1.2,2.7
406,1999,Isaac Austin,C,29.0,ORL,4.0,4.0,28.0,2.3,5.8,0.391,0.0,0.5,0.0,2.3,5.3,0.429,0.391,2.0,3.0,0.667,1.8,2.3,4.0,2.0,1.0,0.8,2.0,3.5,6.5
407,1999,Thurl Bailey,PF,37.0,UTA,11.0,0.0,10.5,1.5,3.0,0.515,0.0,0.0,,1.5,3.0,0.515,0.515,0.3,0.4,0.75,0.5,0.9,1.4,0.2,0.3,0.5,0.7,1.7,3.4
408,1999,Charles Barkley*,PF,35.0,HOU,4.0,4.0,39.3,9.0,17.0,0.529,0.5,1.8,0.28600000000000003,8.5,15.3,0.557,0.544,5.0,7.5,0.667,3.3,10.5,13.8,3.8,1.5,0.5,2.0,3.0,23.5
409,1999,Jon Barry,SG,29.0,SAC,5.0,0.0,22.4,2.4,6.8,0.353,1.0,3.8,0.263,1.4,3.0,0.467,0.426,2.2,2.4,0.917,0.6,1.4,2.0,1.8,1.2,0.2,1.8,1.8,8.0
410,1999,Travis Best,PG,26.0,IND,11.0,0.0,13.6,1.5,4.2,0.348,0.2,0.9,0.2,1.3,3.3,0.389,0.37,1.1,1.2,0.9229999999999999,0.6,0.9,1.5,1.9,0.4,0.1,1.3,3.1,4.2
411,1999,Mookie Blaylock,PG,31.0,ATL,9.0,9.0,39.8,4.9,15.0,0.326,2.0,5.7,0.353,2.9,9.3,0.31,0.39299999999999996,0.8,1.7,0.467,0.7,3.3,4.0,4.0,2.0,0.2,3.3,1.2,12.6
412,1999,Terrell Brandon,PG,28.0,MIN,4.0,4.0,40.3,7.8,17.3,0.449,0.8,1.3,0.6,7.0,16.0,0.43799999999999994,0.47100000000000003,3.0,3.3,0.9229999999999999,0.5,7.0,7.5,7.0,2.3,0.5,3.5,2.8,19.3
413,1999,Gerald Brown,SG,23.0,PHO,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
414,1999,P.J. Brown,PF,29.0,MIA,5.0,5.0,28.8,4.2,9.0,0.467,0.0,0.2,0.0,4.2,8.8,0.47700000000000004,0.467,1.8,2.0,0.9,2.8,3.4,6.2,1.0,0.4,0.4,0.6,3.4,10.2
415,1999,Rick Brunson,PG,26.0,NYK,9.0,0.0,2.0,0.2,0.6,0.4,0.0,0.0,,0.2,0.6,0.4,0.4,0.2,0.2,1.0,0.1,0.0,0.1,0.2,0.0,0.0,0.4,0.3,0.7
416,1999,Kobe Bryant,SG,20.0,LAL,8.0,8.0,39.4,7.6,17.8,0.43,1.0,2.9,0.348,6.6,14.9,0.445,0.45799999999999996,3.5,4.4,0.8,1.6,5.3,6.9,4.6,1.9,1.3,3.9,3.0,19.8
417,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1999,Jud Buechler,SF,30.0,DET,5.0,0.0,16.8,0.6,3.0,0.2,0.4,1.6,0.25,0.2,1.4,0.14300000000000002,0.267,0.0,0.0,,0.8,1.8,2.6,0.6,0.6,0.2,0.6,1.2,1.6
419,1999,Matt Bullard,PF,31.0,HOU,2.0,0.0,4.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.25,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.5
420,1999,Marcus Camby,C,24.0,NYK,20.0,3.0,25.5,4.1,7.2,0.5660000000000001,0.0,0.1,0.0,4.1,7.1,0.57,0.5660000000000001,2.3,3.7,0.616,2.6,5.1,7.7,0.3,1.2,1.9,0.8,3.8,10.4
421,1999,Antoine Carr,PF,37.0,HOU,4.0,0.0,9.3,1.0,2.8,0.364,0.0,0.0,,1.0,2.8,0.364,0.364,0.0,0.0,,0.8,1.0,1.8,1.0,0.0,0.3,1.0,4.8,2.0
422,1999,Sam Cassell,PG,29.0,MIL,3.0,3.0,34.0,5.3,10.7,0.5,0.0,0.3,0.0,5.3,10.3,0.516,0.5,4.7,5.3,0.875,0.0,2.0,2.0,8.7,1.0,0.0,2.3,4.7,15.3
423,1999,Kelvin Cato,C,24.0,POR,8.0,0.0,5.4,0.1,1.1,0.111,0.0,0.0,,0.1,1.1,0.111,0.111,0.5,1.3,0.4,0.8,0.1,0.9,0.3,0.1,0.1,0.3,1.6,0.8
424,1999,Duane Causwell,C,30.0,MIA,4.0,0.0,5.0,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,1.0,1.5,0.667,0.0,0.5,0.5,0.3,0.3,0.0,0.0,0.5,1.5
425,1999,Rex Chapman,SG,31.0,PHO,3.0,3.0,19.0,2.0,7.0,0.28600000000000003,0.7,2.0,0.33299999999999996,1.3,5.0,0.267,0.33299999999999996,1.0,1.3,0.75,0.7,1.3,2.0,2.0,0.3,0.0,1.3,3.0,5.7
426,1999,Chris Childs,PG,31.0,NYK,20.0,0.0,24.7,1.7,4.7,0.355,0.5,1.4,0.321,1.2,3.3,0.369,0.40299999999999997,1.0,1.3,0.731,0.4,2.0,2.4,3.7,0.7,0.1,1.5,3.2,4.7
427,1999,Tyrone Corbin,SF,36.0,ATL,9.0,4.0,29.8,3.3,8.0,0.41700000000000004,0.7,2.6,0.261,2.7,5.4,0.49,0.45799999999999996,0.3,0.4,0.75,0.8,2.9,3.7,1.8,0.7,0.0,0.9,2.2,7.7
428,1999,Chris Crawford,PF,23.0,ATL,6.0,5.0,20.8,2.7,8.0,0.33299999999999996,0.7,2.3,0.28600000000000003,2.0,5.7,0.353,0.375,3.8,4.3,0.885,1.0,2.2,3.2,0.8,0.2,0.2,1.0,3.2,9.8
429,1999,Austin Croshere,PF,23.0,IND,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
430,1999,Dell Curry,SG,34.0,MIL,3.0,0.0,16.3,0.7,5.0,0.133,0.3,2.7,0.125,0.3,2.3,0.14300000000000002,0.16699999999999998,1.3,1.3,1.0,0.0,1.3,1.3,0.3,1.0,0.0,0.0,1.7,3.0
431,1999,Michael Curry,SF,30.0,MIL,3.0,0.0,19.7,2.3,4.0,0.583,0.0,0.3,0.0,2.3,3.7,0.636,0.583,2.0,2.0,1.0,0.3,1.0,1.3,1.0,0.7,0.3,0.7,2.7,6.7
432,1999,Antonio Daniels,PG,23.0,SAS,15.0,0.0,7.1,0.6,1.4,0.429,0.3,0.4,0.667,0.3,1.0,0.33299999999999996,0.524,0.3,0.4,0.833,0.1,0.6,0.7,1.1,0.3,0.0,0.7,0.5,1.8
433,1999,Antonio Davis,PF,30.0,IND,13.0,0.0,25.1,2.4,5.8,0.413,0.0,0.0,,2.4,5.8,0.413,0.413,3.2,4.8,0.6609999999999999,1.8,5.3,7.1,0.6,0.4,1.1,1.5,3.0,7.9
434,1999,Dale Davis,PF,29.0,IND,13.0,13.0,30.3,3.5,5.9,0.584,0.0,0.0,,3.5,5.9,0.584,0.584,2.2,3.8,0.56,3.5,6.7,10.2,0.8,0.8,1.4,1.6,3.2,9.1
435,1999,Bison Dele,C,29.0,DET,5.0,5.0,24.4,4.8,8.0,0.6,0.0,0.0,,4.8,8.0,0.6,0.6,1.0,1.8,0.556,2.4,4.0,6.4,0.2,0.6,0.4,1.4,5.0,10.6
436,1999,Michael Dickerson,SG,23.0,HOU,4.0,4.0,20.5,1.5,5.5,0.273,0.8,2.0,0.375,0.8,3.5,0.214,0.341,0.5,1.0,0.5,0.5,0.5,1.0,0.8,0.5,0.8,0.5,2.0,4.3
437,1999,Vlade Divac*,C,30.0,SAC,5.0,5.0,39.6,5.0,11.2,0.446,0.2,1.0,0.2,4.8,10.2,0.47100000000000003,0.455,6.0,7.2,0.833,1.8,8.2,10.0,4.6,1.6,0.8,3.8,3.4,16.2
438,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,1999,Michael Doleac,C,21.0,ORL,4.0,0.0,10.8,1.3,4.5,0.278,0.0,0.3,0.0,1.3,4.3,0.294,0.278,1.8,2.3,0.778,1.3,1.8,3.0,0.0,0.0,0.3,0.8,1.5,4.3
440,1999,Bryce Drew,PG,24.0,HOU,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0
441,1999,Chris Dudley,C,33.0,NYK,18.0,6.0,16.3,0.9,2.1,0.42100000000000004,0.0,0.0,,0.9,2.1,0.42100000000000004,0.42100000000000004,0.6,1.6,0.39299999999999996,1.5,3.1,4.6,0.3,0.5,0.4,0.5,3.5,2.4
442,1999,Joe Dumars*,SG,35.0,DET,5.0,5.0,30.6,3.8,7.8,0.48700000000000004,2.0,3.8,0.526,1.8,4.0,0.45,0.615,0.6,0.6,1.0,0.2,1.2,1.4,2.6,0.4,0.0,1.8,1.8,10.2
443,1999,Tim Duncan,PF,22.0,SAS,17.0,17.0,43.1,8.5,16.6,0.511,0.0,0.2,0.0,8.5,16.4,0.516,0.511,6.3,8.4,0.748,3.2,8.2,11.5,2.8,0.8,2.6,3.1,2.9,23.2
444,1999,Howard Eisley,PG,26.0,UTA,11.0,0.0,21.9,2.4,6.5,0.366,0.5,2.2,0.20800000000000002,1.9,4.3,0.447,0.401,2.2,2.6,0.828,0.3,1.5,1.8,2.9,0.6,0.3,1.8,2.5,7.4
445,1999,Mario Elie,SG,35.0,SAS,17.0,17.0,30.9,2.5,6.6,0.384,0.5,1.8,0.267,2.1,4.8,0.42700000000000005,0.42,2.4,2.9,0.8370000000000001,0.5,2.9,3.5,2.9,1.3,0.1,1.5,2.5,7.9
446,1999,Sean Elliott,SF,30.0,SAS,17.0,17.0,33.8,4.0,9.0,0.444,1.3,3.2,0.4,2.7,5.8,0.469,0.516,2.6,3.5,0.763,0.6,2.8,3.4,2.6,0.5,0.2,1.2,2.9,11.9
447,1999,Patrick Ewing*,C,36.0,NYK,11.0,11.0,31.5,5.3,12.3,0.43,0.0,0.0,,5.3,12.3,0.43,0.43,2.5,3.3,0.778,1.3,7.5,8.7,0.5,0.6,0.7,0.9,3.2,13.1
448,1999,Derek Fisher,PG,24.0,LAL,8.0,8.0,29.8,3.5,8.4,0.418,1.3,3.6,0.345,2.3,4.8,0.474,0.493,1.5,1.9,0.8,0.8,2.9,3.6,4.9,1.0,0.0,1.4,2.5,9.8
449,1999,Greg Foster,PF,30.0,UTA,8.0,0.0,8.8,1.0,2.4,0.42100000000000004,0.0,0.0,,1.0,2.4,0.42100000000000004,0.42100000000000004,0.0,0.0,,0.1,0.9,1.0,0.1,0.1,0.0,0.4,1.4,2.0
450,1999,Rick Fox,SF,29.0,LAL,8.0,1.0,22.6,3.0,7.5,0.4,0.5,2.6,0.19,2.5,4.9,0.513,0.433,0.1,0.1,1.0,1.1,1.6,2.8,1.5,0.5,0.6,1.8,3.3,6.6
451,1999,Todd Fuller,C,24.0,UTA,10.0,0.0,10.5,1.0,2.6,0.385,0.0,0.0,,1.0,2.6,0.385,0.385,0.6,1.0,0.6,0.8,2.0,2.8,0.0,0.0,0.2,0.5,2.1,2.6
452,1999,Lawrence Funderburke,PF,28.0,SAC,3.0,0.0,10.3,1.7,4.0,0.41700000000000004,0.0,0.0,,1.7,4.0,0.41700000000000004,0.41700000000000004,0.0,0.0,,0.7,0.7,1.3,0.3,1.0,0.0,1.0,1.0,3.3
453,1999,Kevin Garnett,PF,22.0,MIN,4.0,4.0,42.5,8.8,19.8,0.44299999999999995,0.0,0.5,0.0,8.8,19.3,0.455,0.44299999999999995,4.3,5.8,0.7390000000000001,4.0,8.0,12.0,3.8,1.8,2.0,3.3,2.5,21.8
454,1999,Dean Garrett,C,32.0,MIN,4.0,3.0,23.0,2.5,4.5,0.556,0.0,0.0,,2.5,4.5,0.556,0.556,0.5,1.3,0.4,2.3,1.8,4.0,1.3,0.5,0.8,0.5,4.0,5.5
455,1999,Pat Garrity,PF,22.0,PHO,3.0,0.0,17.3,3.0,5.7,0.529,1.0,1.0,1.0,2.0,4.7,0.429,0.618,2.0,2.0,1.0,2.0,1.0,3.0,0.3,0.3,0.3,1.0,3.0,9.0
456,1999,Chris Gatling,C,31.0,MIL,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.5,0.0,0.5,0.0,1.0,1.5,0.0
457,1999,Matt Geiger,C,29.0,PHI,8.0,8.0,29.9,5.3,12.0,0.43799999999999994,0.0,0.1,0.0,5.3,11.9,0.442,0.43799999999999994,3.0,3.6,0.828,2.9,4.8,7.6,0.8,1.1,0.8,1.6,3.6,13.5
458,1999,Armen Gilliam,PF,34.0,MIL,3.0,0.0,11.7,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,1.7,1.7,1.0,0.0,1.7,1.7,0.3,0.7,0.3,0.3,1.3,5.7
459,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1999,Brian Grant,PF,26.0,POR,13.0,13.0,37.1,4.8,9.2,0.529,0.0,0.0,,4.8,9.2,0.529,0.529,3.5,5.5,0.625,2.6,6.5,9.2,1.1,0.8,1.2,1.6,3.7,13.2
461,1999,Harvey Grant,PF,33.0,PHI,4.0,0.0,7.3,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.0,0.0,,0.3,0.8,1.0,0.0,0.0,0.3,0.0,0.3,0.5
462,1999,Horace Grant,PF,33.0,ORL,4.0,4.0,32.0,2.8,7.5,0.36700000000000005,0.0,0.0,,2.8,7.5,0.36700000000000005,0.36700000000000005,1.3,2.0,0.625,3.5,3.5,7.0,1.3,0.5,0.5,0.5,3.0,6.8
463,1999,Ed Gray,SG,23.0,ATL,8.0,0.0,8.9,1.9,5.1,0.366,0.5,1.4,0.364,1.4,3.8,0.36700000000000005,0.415,1.3,1.4,0.909,0.3,0.9,1.1,0.5,0.8,0.1,0.3,1.4,5.5
464,1999,Tom Gugliotta,PF,29.0,PHO,3.0,3.0,39.3,4.3,11.7,0.371,0.0,0.0,,4.3,11.7,0.371,0.371,2.0,2.7,0.75,2.0,6.3,8.3,3.3,1.3,1.0,2.7,3.3,10.7
465,1999,Tom Hammonds,PF,31.0,MIN,4.0,0.0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.3,1.0,1.0
466,1999,Anfernee Hardaway,SG,27.0,ORL,4.0,4.0,41.8,5.0,14.3,0.35100000000000003,1.5,3.3,0.462,3.5,11.0,0.318,0.40399999999999997,7.5,9.8,0.769,2.3,2.8,5.0,5.5,2.3,0.3,3.0,3.3,19.0
467,1999,Tim Hardaway,PG,32.0,MIA,5.0,5.0,36.4,3.0,11.2,0.268,1.0,5.0,0.2,2.0,6.2,0.32299999999999995,0.313,2.0,3.2,0.625,0.6,2.2,2.8,6.4,1.0,0.2,3.6,2.8,9.0
468,1999,Derek Harper,PG,37.0,LAL,7.0,0.0,16.1,1.9,4.4,0.419,0.1,1.4,0.1,1.7,3.0,0.5710000000000001,0.435,0.4,0.9,0.5,0.1,1.3,1.4,2.1,0.3,0.0,0.6,0.3,4.3
469,1999,Matt Harpring,SF,22.0,ORL,4.0,0.0,20.5,3.0,6.5,0.462,0.3,1.3,0.2,2.8,5.3,0.524,0.48100000000000004,2.0,2.8,0.727,1.8,3.3,5.0,1.8,0.3,0.0,1.3,2.3,8.3
470,1999,Othella Harrington,PF,25.0,HOU,4.0,0.0,10.5,2.3,3.5,0.643,0.0,0.0,,2.3,3.5,0.643,0.643,1.0,1.5,0.667,1.3,2.3,3.5,0.3,0.0,0.3,0.8,0.5,5.5
471,1999,Michael Hawkins,PG,26.0,SAC,2.0,0.0,5.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
472,1999,Alan Henderson,SF,26.0,ATL,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
473,1999,Grant Hill*,SF,26.0,DET,5.0,5.0,35.2,8.4,18.4,0.457,0.0,0.2,0.0,8.4,18.2,0.462,0.457,2.6,3.2,0.813,1.4,5.8,7.2,7.4,2.0,0.4,2.4,2.4,19.4
474,1999,Tyrone Hill,PF,30.0,PHI,8.0,1.0,24.5,2.4,4.9,0.48700000000000004,0.0,0.0,,2.4,4.9,0.48700000000000004,0.48700000000000004,0.9,2.4,0.368,2.4,5.0,7.4,0.0,0.4,0.3,0.8,4.1,5.6
475,1999,Fred Hoiberg,SG,26.0,IND,4.0,0.0,5.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.8,0.8,0.5,0.8,0.0,0.0,0.3,1.0
476,1999,Jerald Honeycutt,PF,24.0,PHI,6.0,0.0,2.0,0.2,0.8,0.2,0.0,0.5,0.0,0.2,0.3,0.5,0.2,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.5,0.3
477,1999,Jeff Hornacek,SG,35.0,UTA,11.0,11.0,27.6,4.5,9.6,0.462,0.6,1.6,0.389,3.8,8.0,0.47700000000000004,0.495,2.6,3.0,0.879,0.8,2.9,3.7,2.4,1.0,0.0,1.1,3.1,12.2
478,1999,Robert Horry,PF,28.0,LAL,8.0,0.0,22.1,1.5,3.3,0.462,0.6,1.5,0.41700000000000004,0.9,1.8,0.5,0.5579999999999999,1.4,1.8,0.7859999999999999,1.3,3.3,4.5,1.4,0.8,0.8,0.9,3.6,5.0
479,1999,Allan Houston,SG,27.0,NYK,20.0,20.0,39.2,6.8,15.3,0.44299999999999995,0.5,1.8,0.25,6.3,13.5,0.46799999999999997,0.457,4.6,5.2,0.883,0.3,2.4,2.7,2.6,0.4,0.1,2.5,2.0,18.5
480,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1999,Larry Hughes,PG,20.0,PHI,8.0,2.0,24.8,3.9,9.6,0.40299999999999997,0.0,0.9,0.0,3.9,8.8,0.44299999999999995,0.40299999999999997,2.5,3.0,0.833,2.1,2.5,4.6,2.0,1.9,1.1,1.5,2.6,10.3
482,1999,Lindsey Hunter,PG,28.0,DET,5.0,5.0,36.0,2.8,10.6,0.264,0.6,2.2,0.273,2.2,8.4,0.262,0.292,1.0,1.0,1.0,1.0,2.0,3.0,2.4,1.4,0.0,1.4,2.2,7.2
483,1999,Allen Iverson*,SG,23.0,PHI,8.0,8.0,44.8,11.0,26.8,0.41100000000000003,1.9,6.6,0.28300000000000003,9.1,20.1,0.45299999999999996,0.446,4.6,6.5,0.7120000000000001,1.8,2.4,4.1,4.9,2.5,0.3,3.0,2.4,28.5
484,1999,Bobby Jackson,PG,25.0,MIN,4.0,0.0,6.8,0.5,2.5,0.2,0.0,0.8,0.0,0.5,1.8,0.28600000000000003,0.2,0.0,0.0,,0.3,0.8,1.0,0.5,0.0,0.0,0.3,0.8,1.0
485,1999,Jaren Jackson,SG,31.0,SAS,17.0,0.0,20.3,2.9,7.7,0.382,1.8,5.1,0.36,1.1,2.6,0.42200000000000004,0.5,0.5,0.8,0.6920000000000001,0.4,2.1,2.4,1.1,0.8,0.0,1.2,1.9,8.2
486,1999,Jim Jackson,SG,28.0,POR,13.0,0.0,20.4,2.0,5.5,0.361,0.4,1.4,0.278,1.6,4.2,0.389,0.396,2.9,3.2,0.905,0.6,1.7,2.3,1.5,0.5,0.1,1.4,2.0,7.3
487,1999,Mark Jackson,PG,33.0,IND,13.0,13.0,34.7,3.9,7.9,0.495,1.1,2.6,0.41200000000000003,2.8,5.3,0.536,0.563,2.3,3.2,0.7140000000000001,1.1,3.5,4.5,8.6,1.1,0.1,2.7,2.5,11.2
488,1999,Jerome James,C,23.0,SAC,1.0,0.0,4.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,3.0,4.0,0.75,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0
489,1999,Anthony Johnson,PG,24.0,ATL,9.0,0.0,12.3,0.9,3.2,0.276,0.1,0.2,0.5,0.8,3.0,0.259,0.293,0.8,1.1,0.7,0.3,0.7,1.0,1.1,0.1,0.1,0.6,1.0,2.7
490,1999,Avery Johnson,PG,33.0,SAS,17.0,17.0,38.4,5.4,11.0,0.48700000000000004,0.1,0.2,0.33299999999999996,5.3,10.8,0.489,0.489,1.9,2.8,0.6809999999999999,0.5,1.9,2.5,7.4,1.2,0.1,2.9,1.8,12.6
491,1999,Ervin Johnson,C,31.0,MIL,3.0,2.0,30.7,2.0,4.3,0.462,0.0,0.0,,2.0,4.3,0.462,0.462,0.3,0.7,0.5,2.7,3.3,6.0,0.3,0.7,1.7,0.0,3.0,4.3
492,1999,Larry Johnson,PF,29.0,NYK,20.0,20.0,34.2,4.4,10.2,0.426,1.2,4.1,0.293,3.2,6.1,0.516,0.485,1.6,2.3,0.674,1.1,3.8,4.9,1.6,1.1,0.1,1.7,3.2,11.5
