,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2472,2009,Andre Iguodala,SF,25.0,PHI,6.0,6.0,44.8,7.3,16.3,0.449,1.8,4.7,0.39299999999999996,5.5,11.7,0.47100000000000003,0.505,5.0,7.7,0.652,1.0,5.3,6.3,6.7,1.8,0.0,4.0,1.5,21.5
2473,2009,Zydrunas Ilgauskas,C,33.0,CLE,14.0,14.0,29.1,4.4,9.9,0.449,0.1,0.9,0.154,4.3,8.9,0.48,0.457,1.5,2.4,0.636,1.9,5.9,7.8,1.2,0.4,0.9,0.6,3.4,10.5
2474,2009,Didier Ilunga-Mbenga,C,28.0,LAL,7.0,0.0,2.3,0.1,0.9,0.16699999999999998,0.0,0.0,,0.1,0.9,0.16699999999999998,0.16699999999999998,0.0,0.0,,0.0,0.4,0.4,0.0,0.0,0.3,0.3,0.0,0.3
2475,2009,Royal Ivey,SG,27.0,PHI,6.0,0.0,7.5,0.5,1.8,0.273,0.3,1.2,0.28600000000000003,0.2,0.7,0.25,0.364,0.5,0.7,0.75,0.2,0.5,0.7,0.0,0.5,0.0,0.0,1.0,1.8
2476,2009,Darnell Jackson,PF,23.0,CLE,5.0,0.0,5.0,0.2,1.0,0.2,0.0,0.0,,0.2,1.0,0.2,0.2,0.0,0.4,0.0,0.0,1.0,1.0,0.2,0.0,0.0,0.2,1.0,0.4
2477,2009,LeBron James,SF,24.0,CLE,14.0,14.0,41.4,11.4,22.3,0.51,1.9,5.8,0.33299999999999996,9.4,16.5,0.5710000000000001,0.5529999999999999,10.6,14.2,0.7490000000000001,1.4,7.8,9.1,7.3,1.6,0.9,2.7,2.1,35.3
2478,2009,Amir Johnson,PF,21.0,DET,3.0,0.0,4.3,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.0,0.0,,0.3,0.7,1.0,0.0,0.0,0.3,0.0,1.0,0.7
2479,2009,Anthony Johnson,PG,34.0,ORL,19.0,1.0,14.7,1.7,4.5,0.376,0.5,1.6,0.3,1.2,2.9,0.418,0.429,0.5,0.9,0.5,0.4,1.0,1.4,2.1,0.6,0.0,0.6,1.5,4.3
2480,2009,Joe Johnson,SG,27.0,ATL,11.0,11.0,39.0,6.4,15.3,0.41700000000000004,1.1,3.2,0.34299999999999997,5.3,12.1,0.436,0.452,2.5,4.1,0.622,1.5,2.9,4.5,3.5,1.3,0.0,2.9,2.2,16.4
2481,2009,Linton Johnson,PF,28.0,CHI,3.0,0.0,3.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.7,0.7,1.0,0.7,0.7,1.3,0.3,0.0,0.0,0.0,0.3,1.3
2482,2009,Dahntay Jones,SG,28.0,DEN,16.0,16.0,17.5,2.4,4.9,0.48100000000000004,0.2,0.8,0.25,2.2,4.2,0.522,0.5,2.1,2.7,0.767,1.0,1.4,2.4,0.6,0.8,0.3,0.8,2.6,7.0
2483,2009,James Jones,SF,28.0,MIA,7.0,7.0,33.6,2.4,4.6,0.531,1.6,3.1,0.5,0.9,1.4,0.6,0.703,3.1,3.4,0.917,0.3,2.0,2.3,0.7,0.4,0.1,0.6,2.7,9.6
2484,2009,Solomon Jones,C,24.0,ATL,9.0,1.0,8.6,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.2,0.2,1.0,1.0,0.8,1.8,0.2,0.1,0.0,0.1,1.0,1.6
2485,2009,Jason Kidd*,PG,35.0,DAL,10.0,10.0,38.6,3.8,8.3,0.45799999999999996,2.1,4.7,0.447,1.7,3.6,0.47200000000000003,0.584,1.7,2.0,0.85,0.7,5.1,5.8,5.9,2.2,0.3,2.0,2.4,11.4
2486,2009,Tarence Kinsey,SG,24.0,CLE,9.0,0.0,1.2,0.1,0.3,0.33299999999999996,0.0,0.0,,0.1,0.3,0.33299999999999996,0.33299999999999996,0.2,0.2,1.0,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.2,0.4
2487,2009,Andrei Kirilenko,PF,27.0,UTA,5.0,3.0,27.2,4.4,9.4,0.46799999999999997,0.2,1.0,0.2,4.2,8.4,0.5,0.479,2.0,2.8,0.7140000000000001,1.4,1.4,2.8,2.0,2.2,0.6,1.0,1.2,11.0
2488,2009,Linas Kleiza,SF,24.0,DEN,14.0,0.0,15.0,2.2,4.7,0.47,1.2,2.9,0.425,1.0,1.9,0.5379999999999999,0.598,1.3,1.7,0.75,0.6,2.6,3.2,0.5,0.4,0.1,0.1,1.2,6.9
2489,2009,Brevin Knight,PG,33.0,UTA,5.0,0.0,3.4,0.0,0.6,0.0,0.0,0.0,,0.0,0.6,0.0,0.0,0.0,0.0,,0.0,0.2,0.2,0.6,0.2,0.0,0.6,0.8,0.0
2490,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,2009,Kyle Korver,SF,27.0,UTA,5.0,2.0,27.2,3.6,9.2,0.391,2.4,5.2,0.462,1.2,4.0,0.3,0.522,1.0,1.4,0.7140000000000001,0.4,1.8,2.2,2.6,0.6,0.2,0.4,1.8,10.6
2492,2009,Carl Landry,PF,25.0,HOU,13.0,0.0,18.5,3.0,5.4,0.557,0.0,0.2,0.0,3.0,5.2,0.574,0.557,1.5,2.5,0.5760000000000001,1.2,2.7,3.9,0.2,0.3,0.4,1.1,2.1,7.5
2493,2009,Acie Law,PG,24.0,ATL,6.0,0.0,4.7,0.5,1.5,0.33299999999999996,0.2,0.5,0.33299999999999996,0.3,1.0,0.33299999999999996,0.389,0.2,0.2,1.0,0.2,0.2,0.3,1.0,0.0,0.0,0.2,0.5,1.3
2494,2009,Courtney Lee,SG,23.0,ORL,21.0,16.0,26.2,3.2,7.3,0.435,0.6,2.1,0.273,2.6,5.2,0.5,0.474,1.1,1.2,0.885,0.3,1.6,1.9,1.3,0.9,0.1,1.0,2.0,8.0
2495,2009,Rashard Lewis,PF,29.0,ORL,24.0,24.0,41.1,6.5,14.5,0.44799999999999995,2.2,5.5,0.39399999999999996,4.3,9.0,0.48100000000000004,0.523,3.8,4.8,0.784,1.2,5.2,6.4,2.9,1.0,0.5,2.1,2.1,19.0
2496,2009,Kyle Lowry,PG,22.0,HOU,13.0,0.0,19.5,1.6,4.8,0.33299999999999996,0.3,1.2,0.25,1.3,3.6,0.36200000000000004,0.365,1.8,2.4,0.742,0.6,2.3,2.9,2.5,0.9,0.1,1.3,1.8,5.3
2497,2009,Tyronn Lue,PG,31.0,ORL,1.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2498,2009,Jamaal Magloire,C,30.0,MIA,6.0,0.0,7.8,0.2,0.5,0.33299999999999996,0.0,0.0,,0.2,0.5,0.33299999999999996,0.33299999999999996,0.0,0.0,,0.8,1.0,1.8,0.2,0.0,0.0,0.5,1.5,0.3
2499,2009,Stephon Marbury,PG,31.0,BOS,14.0,0.0,11.9,1.4,4.7,0.303,0.2,0.9,0.25,1.2,3.9,0.315,0.326,0.6,0.6,1.0,0.1,0.8,0.9,1.8,0.1,0.0,0.7,1.1,3.7
2500,2009,Sean Marks,C,33.0,NOH,5.0,0.0,16.0,1.2,2.6,0.462,0.0,0.2,0.0,1.2,2.4,0.5,0.462,0.8,1.0,0.8,2.0,2.0,4.0,0.0,0.6,0.4,0.4,1.8,3.2
2501,2009,Donyell Marshall,PF,35.0,PHI,6.0,0.0,8.3,1.0,2.7,0.375,0.7,1.8,0.364,0.3,0.8,0.4,0.5,0.0,0.0,,0.0,1.2,1.2,0.0,0.2,0.2,0.3,1.5,2.7
2502,2009,Kenyon Martin,PF,31.0,DEN,16.0,16.0,33.6,4.7,9.4,0.49700000000000005,0.1,0.3,0.2,4.6,9.1,0.507,0.5,1.4,2.2,0.657,1.5,4.4,5.9,2.1,1.1,0.9,1.6,3.8,10.9
2503,2009,Roger Mason,SG,28.0,SAS,5.0,3.0,21.6,2.4,6.4,0.375,1.4,3.8,0.368,1.0,2.6,0.385,0.484,0.4,0.6,0.667,0.0,1.6,1.6,1.8,0.2,0.0,0.8,2.0,6.6
2504,2009,Jason Maxiell,C,25.0,DET,4.0,0.0,16.0,1.3,2.5,0.5,0.0,0.0,,1.3,2.5,0.5,0.5,1.3,2.3,0.556,1.8,1.5,3.3,0.5,0.3,0.3,0.3,1.3,3.8
2505,2009,Antonio McDyess,PF,34.0,DET,4.0,4.0,34.0,5.8,11.0,0.523,0.0,0.0,,5.8,11.0,0.523,0.523,1.5,1.5,1.0,1.5,7.0,8.5,0.5,0.5,0.8,1.3,4.3,13.0
2506,2009,C.J. Miles,SG,21.0,UTA,5.0,0.0,11.6,1.2,4.0,0.3,0.4,1.6,0.25,0.8,2.4,0.33299999999999996,0.35,0.6,0.8,0.75,0.4,1.0,1.4,0.2,0.4,0.2,0.6,1.6,3.4
2507,2009,Andre Miller,PG,32.0,PHI,6.0,6.0,43.0,8.0,16.8,0.475,0.5,1.7,0.3,7.5,15.2,0.495,0.49,4.7,5.7,0.8240000000000001,1.5,4.8,6.3,5.3,1.2,0.2,3.2,2.8,21.2
2508,2009,Brad Miller,C,32.0,CHI,7.0,0.0,26.6,3.4,7.3,0.47100000000000003,0.7,1.0,0.7140000000000001,2.7,6.3,0.43200000000000005,0.52,2.7,3.4,0.792,1.6,6.3,7.9,1.3,0.3,0.9,3.0,3.6,10.3
2509,2009,Paul Millsap,PF,23.0,UTA,5.0,0.0,31.0,5.0,9.8,0.51,0.0,0.0,,5.0,9.8,0.51,0.51,1.8,3.6,0.5,4.0,4.0,8.0,1.6,0.8,1.0,1.2,3.4,11.8
2510,2009,Yao Ming*,C,28.0,HOU,9.0,9.0,35.9,6.0,11.0,0.545,0.0,0.0,,6.0,11.0,0.545,0.545,5.1,5.7,0.902,2.1,8.8,10.9,1.0,0.4,1.2,1.9,3.0,17.1
2511,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,2009,Jamario Moon,SF,28.0,MIA,3.0,0.0,13.3,1.7,1.7,1.0,0.7,0.7,1.0,1.0,1.0,1.0,1.2,0.0,0.7,0.0,1.0,2.0,3.0,0.3,0.3,0.3,0.7,1.7,4.0
2513,2009,Mikki Moore,C,33.0,BOS,10.0,0.0,6.6,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.5,0.6,0.833,0.6,0.9,1.5,0.4,0.2,0.5,0.1,1.1,1.5
2514,2009,Randolph Morris,C,23.0,ATL,3.0,0.0,2.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.3,0.3,0.7,0.0,0.3,0.0,0.3,0.7,0.0
2515,2009,Ronald Murray,SG,29.0,ATL,11.0,0.0,31.0,3.8,11.2,0.341,1.3,4.5,0.28,2.5,6.6,0.384,0.39799999999999996,2.9,3.4,0.865,0.5,2.2,2.7,2.5,1.1,0.3,1.3,1.5,11.8
2516,2009,Dikembe Mutombo*,C,42.0,HOU,2.0,0.0,10.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.5,4.0,4.5,0.0,0.5,1.0,0.0,2.5,0.0
2517,2009,Jameer Nelson,PG,26.0,ORL,5.0,0.0,18.0,1.6,4.6,0.348,0.2,1.2,0.16699999999999998,1.4,3.4,0.41200000000000003,0.37,0.4,0.8,0.5,0.2,1.2,1.4,2.8,0.2,0.0,1.4,0.6,3.8
2518,2009,Joakim Noah,C,23.0,CHI,7.0,7.0,38.7,3.7,7.3,0.51,0.0,0.0,,3.7,7.3,0.51,0.51,2.7,3.6,0.76,4.0,9.1,13.1,2.3,0.9,2.1,1.1,4.4,10.1
2519,2009,Dirk Nowitzki,PF,30.0,DAL,10.0,10.0,39.4,8.8,17.0,0.518,0.6,2.1,0.28600000000000003,8.2,14.9,0.55,0.535,8.6,9.3,0.925,1.2,8.9,10.1,3.1,0.9,0.8,2.3,2.1,26.8
2520,2009,Jermaine O'Neal,C,30.0,MIA,6.0,5.0,27.0,4.7,8.5,0.5489999999999999,0.0,0.0,,4.7,8.5,0.5489999999999999,0.5489999999999999,4.0,5.3,0.75,1.2,3.3,4.5,1.5,0.5,1.5,1.7,3.0,13.3
2521,2009,Fabricio Oberto,C,33.0,SAS,2.0,0.0,11.0,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,0.667,0.667,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0
2522,2009,Greg Oden,C,21.0,POR,6.0,0.0,16.0,1.8,3.5,0.524,0.0,0.0,,1.8,3.5,0.524,0.524,1.3,2.0,0.667,1.8,2.5,4.3,0.0,0.3,0.8,1.3,4.5,5.0
2523,2009,Lamar Odom,PF,29.0,LAL,23.0,5.0,32.0,4.7,9.0,0.524,0.8,1.5,0.514,3.9,7.4,0.526,0.568,2.1,3.5,0.613,2.8,6.3,9.1,1.8,0.7,1.3,1.7,3.3,12.3
2524,2009,Mehmet Okur,C,29.0,UTA,2.0,2.0,21.5,1.0,6.0,0.16699999999999998,0.5,1.5,0.33299999999999996,0.5,4.5,0.111,0.20800000000000002,1.5,2.0,0.75,1.0,4.0,5.0,2.0,0.0,0.5,1.0,3.0,4.0
2525,2009,Travis Outlaw,SF,24.0,POR,6.0,0.0,28.3,3.5,11.0,0.318,0.7,2.7,0.25,2.8,8.3,0.34,0.348,1.3,2.0,0.667,0.3,2.7,3.0,0.5,0.8,0.7,0.8,1.7,9.0
2526,2009,Zaza Pachulia,C,24.0,ATL,11.0,1.0,23.6,2.0,4.8,0.415,0.0,0.0,,2.0,4.8,0.415,0.415,2.9,3.8,0.762,2.5,4.4,6.9,0.3,0.5,0.3,1.3,3.6,6.9
2527,2009,Tony Parker,PG,26.0,SAS,5.0,5.0,36.2,11.8,21.6,0.546,0.6,2.8,0.214,11.2,18.8,0.596,0.56,4.4,6.2,0.71,0.2,4.0,4.2,6.8,1.2,0.2,4.2,2.6,28.6
2528,2009,Chris Paul,PG,23.0,NOH,5.0,5.0,40.2,6.0,14.6,0.41100000000000003,1.0,3.2,0.313,5.0,11.4,0.439,0.445,3.6,4.2,0.857,0.8,3.6,4.4,10.4,1.6,0.0,4.8,1.6,16.6
2529,2009,Sasha Pavlović,SF,25.0,CLE,11.0,0.0,8.3,0.9,1.8,0.5,0.2,0.7,0.25,0.7,1.1,0.667,0.55,0.1,0.3,0.33299999999999996,0.1,1.3,1.4,0.4,0.4,0.0,0.3,0.8,2.1
2530,2009,Kendrick Perkins,C,24.0,BOS,14.0,14.0,36.6,5.2,9.1,0.575,0.0,0.1,0.0,5.2,9.0,0.579,0.575,1.4,2.1,0.667,3.6,7.9,11.6,1.4,0.4,2.6,2.4,3.6,11.9
2531,2009,Morris Peterson,SG,31.0,NOH,2.0,0.0,10.5,0.5,2.5,0.2,0.5,1.5,0.33299999999999996,0.0,1.0,0.0,0.3,1.5,2.0,0.75,0.5,1.0,1.5,0.5,0.5,0.0,0.0,1.5,3.0
2532,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,2009,Johan Petro,C,23.0,DEN,10.0,0.0,2.6,0.2,0.9,0.222,0.0,0.0,,0.2,0.9,0.222,0.222,0.5,0.8,0.625,0.2,0.4,0.6,0.1,0.0,0.1,0.1,0.4,0.9
2534,2009,Paul Pierce,SF,31.0,BOS,14.0,14.0,39.7,6.8,15.8,0.43,1.4,4.1,0.33299999999999996,5.4,11.7,0.46299999999999997,0.473,6.1,7.2,0.8420000000000001,0.3,5.5,5.8,3.1,1.1,0.4,2.4,3.1,21.0
2535,2009,Mickaël Piétrus,SG,26.0,ORL,24.0,0.0,25.8,3.5,7.3,0.483,1.5,4.0,0.385,2.0,3.3,0.603,0.589,2.0,2.7,0.723,0.8,1.8,2.6,0.6,0.8,0.5,0.9,3.2,10.5
2536,2009,James Posey,SG,32.0,NOH,5.0,0.0,24.6,3.0,8.0,0.375,1.0,3.8,0.263,2.0,4.2,0.47600000000000003,0.43799999999999994,4.4,5.2,0.846,1.0,5.2,6.2,0.6,0.6,0.0,2.0,2.4,11.4
2537,2009,Leon Powe,PF,25.0,BOS,2.0,0.0,12.0,1.5,3.5,0.429,0.0,0.0,,1.5,3.5,0.429,0.429,2.0,3.0,0.667,0.5,4.0,4.5,0.0,0.0,0.0,0.5,1.5,5.0
2538,2009,Josh Powell,PF,26.0,LAL,14.0,0.0,5.2,0.8,1.9,0.423,0.1,0.1,1.0,0.7,1.8,0.4,0.442,0.4,0.4,1.0,0.5,0.7,1.2,0.3,0.0,0.1,0.3,0.6,2.1
2539,2009,Ronnie Price,PG,25.0,UTA,2.0,0.0,8.0,1.5,5.0,0.3,0.0,1.5,0.0,1.5,3.5,0.429,0.3,1.0,1.0,1.0,1.5,0.0,1.5,2.5,0.5,0.0,0.0,2.0,4.0
2540,2009,Tayshaun Prince,SF,28.0,DET,4.0,4.0,32.3,1.8,6.8,0.259,0.3,1.3,0.2,1.5,5.5,0.273,0.278,0.0,0.0,,0.3,3.3,3.5,1.3,0.3,0.0,1.3,1.0,3.8
2541,2009,Gabe Pruitt,SG,22.0,BOS,4.0,0.0,2.8,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.3,0.5,0.0,0.0
2542,2009,Joel Przybilla,C,29.0,POR,6.0,6.0,27.0,1.7,3.0,0.556,0.0,0.0,,1.7,3.0,0.556,0.556,0.5,1.0,0.5,3.2,4.2,7.3,1.3,0.7,2.0,0.5,3.5,3.8
2543,2009,Chris Quinn,PG,25.0,MIA,5.0,0.0,4.8,0.6,1.4,0.429,0.0,0.2,0.0,0.6,1.2,0.5,0.429,0.4,0.4,1.0,0.0,0.2,0.2,1.0,0.4,0.0,0.4,0.2,1.6
2544,2009,Theo Ratliff,C,35.0,PHI,6.0,0.0,15.7,1.5,1.8,0.818,0.0,0.0,,1.5,1.8,0.818,0.818,0.3,0.7,0.5,1.0,2.8,3.8,0.0,0.2,0.7,0.7,4.0,3.3
2545,2009,J.J. Redick,SG,24.0,ORL,16.0,8.0,20.4,1.9,5.2,0.373,1.3,3.3,0.40399999999999997,0.6,1.9,0.32299999999999995,0.5,0.8,0.9,0.929,0.1,1.1,1.2,1.9,0.5,0.1,0.4,1.6,6.0
2546,2009,Jeremy Richardson,SF,24.0,ORL,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2547,2009,Anthony Roberson,PG,25.0,CHI,1.0,0.0,4.0,3.0,4.0,0.75,2.0,2.0,1.0,1.0,2.0,0.5,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,8.0
2548,2009,Sergio Rodríguez,PG,22.0,POR,5.0,0.0,5.4,0.4,1.2,0.33299999999999996,0.0,0.0,,0.4,1.2,0.33299999999999996,0.33299999999999996,0.0,0.0,,0.2,0.4,0.6,1.4,0.0,0.2,0.4,1.0,0.8
2549,2009,Rajon Rondo,PG,22.0,BOS,14.0,14.0,41.2,6.6,15.9,0.41700000000000004,0.4,1.7,0.25,6.2,14.2,0.43700000000000006,0.43,3.1,4.8,0.657,2.3,7.4,9.7,9.8,2.5,0.2,2.7,3.4,16.9
2550,2009,Derrick Rose,PG,20.0,CHI,7.0,7.0,44.7,8.4,17.1,0.49200000000000005,0.0,0.6,0.0,8.4,16.6,0.509,0.49200000000000005,2.9,3.6,0.8,1.7,4.6,6.3,6.4,0.6,0.7,5.0,3.6,19.7
2551,2009,Brandon Roy,SG,24.0,POR,6.0,6.0,39.7,9.3,20.3,0.45899999999999996,1.3,2.8,0.47100000000000003,8.0,17.5,0.457,0.49200000000000005,6.7,7.7,0.87,1.0,3.8,4.8,2.8,1.3,1.2,2.2,2.5,26.7
2552,2009,Michael Ruffin,PF,32.0,POR,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,2.0,0.5,3.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0
2553,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,2009,John Salmons,SF,29.0,CHI,7.0,7.0,44.7,6.1,15.3,0.402,1.7,5.4,0.316,4.4,9.9,0.449,0.45799999999999996,4.1,4.9,0.853,0.9,3.6,4.4,2.3,1.3,1.0,1.7,2.9,18.1
2555,2009,Brian Scalabrine,C,30.0,BOS,12.0,0.0,20.5,1.8,4.3,0.423,1.1,2.4,0.44799999999999995,0.8,1.9,0.391,0.5479999999999999,0.3,0.3,1.0,0.6,1.6,2.2,1.0,0.2,0.4,0.4,3.6,5.1
2556,2009,Luis Scola,PF,28.0,HOU,13.0,13.0,32.6,5.9,12.0,0.494,0.0,0.0,,5.9,12.0,0.494,0.494,2.5,3.8,0.6729999999999999,2.2,6.2,8.4,1.8,0.5,0.2,1.7,3.5,14.4
2557,2009,James Singleton,PF,27.0,DAL,9.0,0.0,4.7,0.6,1.1,0.5,0.2,0.6,0.4,0.3,0.6,0.6,0.6,0.0,0.2,0.0,0.2,0.4,0.7,0.0,0.0,0.1,0.2,0.9,1.3
2558,2009,J.R. Smith,SG,23.0,DEN,16.0,0.0,27.2,5.5,12.1,0.45399999999999996,2.4,6.6,0.358,3.1,5.5,0.568,0.552,1.6,2.9,0.5429999999999999,0.7,2.6,3.3,2.8,1.1,0.3,1.6,3.2,14.9
2559,2009,Joe Smith,C,33.0,CLE,13.0,0.0,16.8,1.8,3.8,0.46,0.2,0.4,0.6,1.5,3.5,0.444,0.49,1.8,2.2,0.7929999999999999,0.8,2.9,3.7,0.2,0.5,0.5,0.5,1.9,5.5
2560,2009,Josh Smith,PF,23.0,ATL,11.0,11.0,37.3,6.1,14.5,0.42100000000000004,0.2,1.4,0.133,5.9,13.1,0.451,0.428,4.7,6.5,0.732,2.2,5.3,7.5,2.2,1.1,1.5,1.9,3.3,17.1
2561,2009,Marreese Speights,C,21.0,PHI,3.0,0.0,9.7,1.0,2.3,0.429,0.0,0.0,,1.0,2.3,0.429,0.429,1.0,1.3,0.75,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.7,3.0
2562,2009,Peja Stojaković,SF,31.0,NOH,5.0,5.0,32.4,3.6,9.8,0.36700000000000005,1.6,5.2,0.308,2.0,4.6,0.435,0.449,2.4,2.6,0.9229999999999999,0.8,2.0,2.8,0.4,0.8,0.2,1.2,3.4,11.2
2563,2009,Rodney Stuckey,PG,22.0,DET,4.0,4.0,32.0,6.0,15.3,0.39299999999999996,0.0,2.0,0.0,6.0,13.3,0.45299999999999996,0.39299999999999996,3.0,3.5,0.857,0.5,1.8,2.3,5.3,0.0,0.0,1.5,2.3,15.0
2564,2009,Wally Szczerbiak,SF,31.0,CLE,12.0,0.0,12.8,1.3,3.0,0.444,0.2,1.0,0.16699999999999998,1.2,2.0,0.583,0.47200000000000003,0.8,0.9,0.818,0.7,1.7,2.3,0.6,0.2,0.1,0.8,1.6,3.6
2565,2009,Jason Terry,SG,31.0,DAL,10.0,1.0,32.5,4.9,12.6,0.389,2.2,5.9,0.373,2.7,6.7,0.40299999999999997,0.47600000000000003,2.3,3.0,0.767,0.6,2.2,2.8,1.9,0.6,0.3,1.6,1.8,14.3
2566,2009,Kurt Thomas,PF,36.0,SAS,5.0,0.0,16.0,1.0,2.2,0.455,0.0,0.0,,1.0,2.2,0.455,0.455,0.6,0.8,0.75,0.8,3.8,4.6,0.4,0.2,0.4,0.8,2.6,2.6
2567,2009,Tim Thomas,PF,31.0,CHI,2.0,0.0,7.5,1.5,5.0,0.3,0.5,2.0,0.25,1.0,3.0,0.33299999999999996,0.35,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,0.5,2.0,3.5
2568,2009,Tyrus Thomas,PF,22.0,CHI,7.0,7.0,27.9,4.0,9.1,0.43799999999999994,0.0,0.1,0.0,4.0,9.0,0.444,0.43799999999999994,1.6,2.0,0.7859999999999999,1.1,5.1,6.3,0.9,1.0,2.9,1.6,3.3,9.6
2569,2009,Hedo Türkoğlu,SF,29.0,ORL,24.0,24.0,38.9,5.3,12.3,0.42700000000000005,1.3,3.5,0.386,3.9,8.8,0.44299999999999995,0.48100000000000004,3.9,4.8,0.8170000000000001,0.4,4.2,4.5,4.8,0.8,0.2,2.7,3.3,15.8
2570,2009,Ime Udoka,SF,31.0,SAS,5.0,0.0,20.8,1.4,4.0,0.35,0.2,1.6,0.125,1.2,2.4,0.5,0.375,0.4,1.0,0.4,1.6,3.0,4.6,0.8,0.8,0.2,0.4,2.8,3.4
2571,2009,Anderson Varejão,PF,26.0,CLE,14.0,14.0,30.0,2.9,5.9,0.5,0.0,0.0,,2.9,5.9,0.5,0.5,1.1,1.6,0.682,2.9,3.5,6.4,0.6,1.3,1.1,1.1,3.5,6.9
2572,2009,Jacque Vaughn,PG,33.0,SAS,2.0,0.0,10.5,1.0,2.5,0.4,0.0,0.0,,1.0,2.5,0.4,0.4,1.5,3.0,0.5,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,3.5
2573,2009,Sasha Vujačić,SG,24.0,LAL,23.0,0.0,10.9,1.0,4.0,0.264,0.7,2.2,0.314,0.3,1.7,0.2,0.35200000000000004,0.2,0.3,0.833,0.3,1.1,1.4,0.5,0.4,0.2,0.4,1.5,3.0
2574,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,2009,Dwyane Wade,SG,27.0,MIA,7.0,7.0,40.7,9.7,22.1,0.439,2.6,7.1,0.36,7.1,15.0,0.47600000000000003,0.49700000000000005,7.1,8.3,0.862,0.6,4.4,5.0,5.3,0.9,1.6,3.6,2.9,29.1
2576,2009,Von Wafer,SG,23.0,HOU,13.0,0.0,13.9,3.0,7.1,0.424,0.7,1.7,0.409,2.3,5.4,0.429,0.473,1.5,1.7,0.8640000000000001,0.0,0.9,0.9,0.7,0.2,0.1,0.8,0.8,8.2
2577,2009,Henry Walker,SF,21.0,BOS,4.0,0.0,2.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5
2578,2009,Ben Wallace,PF,34.0,CLE,14.0,0.0,12.6,0.6,0.9,0.615,0.0,0.0,,0.6,0.9,0.615,0.615,0.0,0.4,0.0,1.3,1.4,2.7,0.3,0.3,0.3,0.2,0.9,1.1
2579,2009,Rasheed Wallace,C,34.0,DET,4.0,4.0,30.5,2.8,7.5,0.36700000000000005,1.0,2.0,0.5,1.8,5.5,0.318,0.433,0.0,0.0,,0.5,5.8,6.3,0.8,0.5,0.3,0.8,3.0,6.5
2580,2009,Luke Walton,SF,28.0,LAL,21.0,0.0,15.8,1.5,3.6,0.42700000000000005,0.2,0.8,0.313,1.3,2.8,0.45799999999999996,0.46,0.5,0.9,0.611,0.8,1.7,2.5,2.1,0.7,0.1,1.0,2.0,3.8
2581,2009,David West,PF,28.0,NOH,5.0,5.0,35.6,6.4,16.0,0.4,0.0,0.0,,6.4,16.0,0.4,0.4,5.2,5.8,0.897,1.0,6.4,7.4,1.2,1.0,0.4,2.8,3.8,18.0
2582,2009,Delonte West,SG,25.0,CLE,14.0,14.0,42.2,5.2,11.2,0.465,0.9,2.6,0.33299999999999996,4.4,8.6,0.504,0.503,2.5,3.0,0.833,0.4,3.1,3.5,4.1,1.4,0.5,2.4,2.0,13.8
